museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telfono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod,,,
219,Museo Regional de Historia de Aguascalientes,Historia,03/10/1988,Secretaria de Cultura/INAH,1,Aguascalientes,1,Aguascalientes,1,AGUASCALIENTES,Venustiano Carranza 118,Centro,20000,,http://www.inah.gob.mx/es/red-de-museos/235-museo-regional-de-historia-de-aguascalientes,,aguascalientes.mrh@inah.gob.mx,  cesar_menchaca@inah.gob.mx,,-102.29819,21.88058,http://sic.gob.mx/ficha.php?table=museo&table_id=219,04/05/2017 10:45,,
1047,Museo Comunitario del Deporte e Historia,Especializado,01/11/1998,,1,Aguascalientes,6,Pabellon de Arteaga,1,PABELLON DE ARTEAGA,Av. 16 de Septiembre s/n,Centro,20660,,,,benquna@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1047,10/03/2017 12:33,,,
1048,Museo de la Insurgencia,Historia,17/10/1964,Instituto Cultural de Aguascalientes,1,Aguascalientes,7,Rincon de Romos,1,RINCON DE ROMOS,Plaza 24 de Enero 19,Centro,20420,,http://www.aguascalientes.gob.mx/temas/cultura/espacios/museos/M_insur.aspx,https://www.facebook.com/pages/Museo-de-la-Insurgencia/156925787696306?fref=ts,museodelainsurgencia@hotmail.com,,-102.34078,22.17567,http://sic.gob.mx/ficha.php?table=museo&table_id=1048,10/03/2017 12:58,,,
1069,Museo Comunitario del Juguete Tradicional Mexicano,Arte,06/11/1998,Independiente,1,Aguascalientes,11,San Francisco de los Romo,1,SAN FRANCISCO DE LOS ROMO,Benito Juarez 410,Centro,20300,,http://www.aguascalientes.gob.mx,,sfrcultura@hotmail.com, ica@aguascalientes.gob.mx,,-102.27564,22.07981,http://sic.gob.mx/ficha.php?table=museo&table_id=1069,10/03/2017 12:33,,
653,Museo del Estero,Antropologia,01/04/1987,"Fundacion Estero Beach, A.C.",2,Baja California,1,Ensenada,1,ENSENADA,Playas del Estero s/n,Ex- Ejido Chapultepec,22785,,,https://www.facebook.com/museodelestero/,,,-116.61503,31.77794,http://sic.gob.mx/ficha.php?table=museo&table_id=653,10/03/2017 13:13,,,
620,Caracol Museo de Ciencias y Acuario,Ciencia y tecnologia,04/05/1998,"Caracol Centro Cientifico y Cultural, A.C.",2,Baja California,1,Ensenada,1,ENSENADA,Club Rotario 3,Centro,22800,,http://www.caracol.org.mx,,director@caracol.org.mx,MuseoCaracol,-116.62004,31.85726,http://sic.gob.mx/ficha.php?table=museo&table_id=620,04/05/2017 11:01,,,
592,Museo Comunitario Ruso,Antropologia,01/08/1991,,2,Baja California,1,Ensenada,1,ENSENADA,Principal 276,Poblado Francisco Zarco,22750,,,,taniasamarints@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=592,10/03/2017 12:36,,,
1809,Museo Katsuo,Ciencia y tecnologia,10/03/2016,Facultad de Ciencias Marinas de la Universidad Autonoma de Baja California,2,Baja California,1,Ensenada,1,ENSENADA,Carr. Transpeninsular Ensenada-Tijuana 3917,Col. Playitas,22860,,http://www.museokatsuo.com/,https://www.facebook.com/museokatsuo/timeline,museokatsuo@hotmail.com,,-116.66791,31.86245,http://sic.gob.mx/ficha.php?table=museo&table_id=1809,10/03/2017 13:32,,,
600,Museo de Historia de Ensenada,Arqueologia,20/05/1993,"Centro Social Civico y Cultural Riviera, A.C.",2,Baja California,1,Ensenada,1,ENSENADA,Blvd. Lazaro Cardenas 1421,Centro,22800,,,http://www.facebook.com/MuseoHistoriaEnsenada/,museoenelriviera@hotmail.com,,-116.61974,31.85847,http://sic.gob.mx/ficha.php?table=museo&table_id=600,04/05/2017 11:48,,,
932,Museo Historico Regional Ex Cuartel de la CompaÃ±ia Fija,Historia,15/05/1995,Secretaria de Cultura/INAH,2,Baja California,1,Ensenada,1,ENSENADA,Av. Gastelum s/n,Centro,22800,,http://www.inah.gob.mx/red-de-museos/194-museo-historico-regional-ex-cuartel-de-la-compania-fija,,museodeensenada@hotmail.com,,-116.62831,31.86351,http://sic.gob.mx/ficha.php?table=museo&table_id=932,28/08/2017 13:37,,,
1662,Museo de la Vid y el Vino,Especializado,03/08/2012,"Patronato del Museo de la Vid y el Vino de Baja California, A.C.",2,Baja California,1,Ensenada,1,ENSENADA,Carr. Federal Tecate-Ensenada Km 81.3,Valle de Guadalupe,22750,,http://www.museodelvinobc.com/,https://www.facebook.com/museodelavidyelvinobc/,info@museodelvinobc.com,,-116.58595,32.07078,http://sic.gob.mx/ficha.php?table=museo&table_id=1662,04/05/2017 11:10,,,
931,Museo Historico Comunitario del Valle de Guadalupe,Historia,31/08/1991,,2,Baja California,1,Ensenada,114,FRANCISCO ZARCO (VALLE DE GUADALUPE),"Calle 3ra., Mza. 25, Lote unico",Col. Valle de Guadalupe,22750,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=931,10/03/2017 13:24,,,
742,"Museo Comunitario Altagracia A. de Arauz, San Vicente",Antropologia,01/01/1991,Ayuntamiento de San Vicente,2,Baja California,1,Ensenada,243,SAN VICENTE,"Parque Central de San Vicente, km 90 al Sur de Ensenada",,22900,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=742,10/03/2017 12:28,,,
1510,Museo San Quintin Juan Rodriguez Cabrillo,Ciencia y tecnologia,27/08/2011,,2,Baja California,1,Ensenada,857,SAN QUINTIN,Bahia a San Quintin s/n,Col. Ballenas,22950,,http://ensenadita.com/news/?p=9549,,luisartrgz@live.com,,-115.97719,30.48462,http://sic.gob.mx/ficha.php?table=museo&table_id=1510,10/03/2017 13:40,,,
743,Museo Comunitario El Rosario,Historia,09/10/1944,,2,Baja California,1,Ensenada,1729,EL ROSARIO DE ABAJO,Camino vecinal a la playa Punta Baja s/n,Col. El Rosario de Abajo,22860,,http://elrosariobc.blogspot.mx/2007/12/museo-comunitario-el-rosario.html,,ingespinoza_57@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=743,10/03/2017 12:34,,,
1689,Museo Regional Los Pioneros de Mexicali,Historia,15/03/1987,Particular,2,Baja California,2,Mexicali,1,MEXICALI,Blvd. Adolfo Lopez Mateos 2201,Justo Sierra,21380,,,https://es-la.facebook.com/pages/Museo-Regional-los-Pioneros-de-Mexicali/233297741609,museoregionalpionerosmexicali@hotmail.com,,-115.44073,32.61444,http://sic.gob.mx/ficha.php?table=museo&table_id=1689,31/05/2017 10:16,,,
935,Museo Comunitario Juan Garcia Aldama ,Antropologia,10/09/1991,,2,Baja California,2,Mexicali,1,MEXICALI,Carr. Mexicali-San Felipe km. 57,,21730,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=935,27/07/2017 13:33,,,
886,Museo Sol del NiÃ±o,Ciencia y tecnologia,21/09/1998,"Patronato Museo Sol del NiÃ±o, A.C.",2,Baja California,2,Mexicali,1,MEXICALI,Alfonso Esquer Sandez s/n,Centro,21010,,http://www.sol.org.mx,,contacto@sol.org.mx,soldelnino,-115.47309,32.65278,http://sic.gob.mx/ficha.php?table=museo&table_id=886,08/05/2017 10:44,,,
328,Instituto de Investigaciones Culturales Museo,Antropologia,29/10/1977,Universidad Autonoma de Baja California,2,Baja California,2,Mexicali,1,MEXICALI,Calle L y Av. Reforma,Col. Nueva,21100,,http://www.cic-museo.uabc.edu.mx/,https://es-la.facebook.com/iicmuseouabc,amargalli@uabc.edu.mx,,-115.4565,32.66538,http://sic.gob.mx/ficha.php?table=museo&table_id=328,04/05/2017 11:10,,,
930,Museo Comunitario El Asalto a las Tierras,Historia,24/10/1989,Ayuntamiento de Mexicali,2,Baja California,2,Mexicali,225,MICHOACAN DE OCAMPO,Venustiano Carranza s/n esq. Lazaro Cardenas,Centro,21700,,,,cavb_52@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=930,10/03/2017 12:34,,,
114,Museo del Centro Cultural Tecate,Historia,12/10/1997,Ayuntamiento de Tecate,2,Baja California,3,Tecate,1,TECATE,Tlaloc 400,Col. Cuauhtemoc,21400,,,,cecutec22@gmail.com,,-116.61998,32.57064,http://sic.gob.mx/ficha.php?table=museo&table_id=114,10/03/2017 13:12,,,
1283,Museo de Sitio Campo Alaska,Historia,01/01/2005,Gobierno del Estado,2,Baja California,3,Tecate,1,TECATE,Camino Nacional Circuito Alaska s/n,Poblado La Rumorosa,21510,,,https://www.facebook.com/pages/Museo-de-Sitio-Campo-Alaska/277233055692547,jbendimez.bc@inah.gob.com, daniel_aguilar@inah.gob.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1283,10/03/2017 13:07,,
598,Museo de las Californias,Historia,24/02/2000,Secretaria de Cultura/Centro Cultural Tijuana (CECUT),2,Baja California,4,Tijuana,1,TIJUANA,Paseo de los Heroes 9350,Zona Urbana Rio Tijuana,22010,,http://www.cecut.gob.mx/micrositio/museo/museo.html,https://www.facebook.com/pages/Museo-de-las-Californias/563688453656615?fref=ts,museocalifornias@cecut.gob.mx,,-117.02297,32.53022,http://sic.gob.mx/ficha.php?table=museo&table_id=598,04/05/2017 12:19,,,
340,Museo de Cera de Tijuana,Especializado,05/02/1993,"Museo de Cera de Tijuana, S.A. de C.V.",2,Baja California,4,Tijuana,1,TIJUANA,Calle 1a.  num. 8281,Centro,22000,,http://www.museodeceratijuana.com/,https://www.facebook.com/museodeceratijuana,info@museodeceratijuana.com.mx,,-117.03576,32.53668,http://sic.gob.mx/ficha.php?table=museo&table_id=340,04/05/2017 11:45,,,
1276,Museo Interactivo Tijuana El Trompo,Ciencia y tecnologia,11/02/1998,"Museo Interactivo Tijuana, A.C.",2,Baja California,4,Tijuana,1,TIJUANA,Libramiento Los Insurgentes s/n,"Zona Rio Tijuana, Tercera Etapa",22226,,http://www.eltrompo.org,https://www.facebook.com/eltrompo.tijuana/,m.digitales@eltrompo.org,,-116.93828,32.49527,http://sic.gob.mx/ficha.php?table=museo&table_id=1276,04/05/2017 12:32,,,
1327,Museo de Historia de Tijuana,Historia,27/11/2010,Instituto Municipal de Arte y Cultura de Tijuana (IMAC),2,Baja California,4,Tijuana,1,TIJUANA,Calle 2da. s/n esq. Constitucion,Centro,22000,,,http://www.cecut.gob.mx/sis/museos/historia.php,museodehistoriadetijuana@hotmail.com,,-117.03882,32.53496,http://sic.gob.mx/ficha.php?table=museo&table_id=1327,10/03/2017 12:51,,,
934,Museo Wa-Kuatay,Historia,20/05/1995,"Corredor Historico Carem, A.C.",2,Baja California,5,Playas de Rosarito,1,PLAYAS DE ROSARITO,Blvd. Benito Juarez 18,Centro,22710,,,http://www.bajacalifornia.gob.mx/portal/nuestro_estado/municipios/rosarito/patrimonio_cult.jsp,cinahbc@telnor.net,,-117.05497,32.33582,http://sic.gob.mx/ficha.php?table=museo&table_id=934,10/03/2017 13:43,,,
1696,Museo Comunitario de Mulege,Arqueologia,01/01/1993,Delegacion Municipal de Pueblo Mulege/Comite Pro Museo Comunitario de Mulege,3,Baja California Sur,2,Mulege,1,SANTA ROSALIA,Cananea s/n,Centro,23900,,,,delegacionhmulege2011@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1696,10/03/2017 12:30,,,
1070,Museo de Historia de la Mineria de Santa Rosalia (Museo del Minero),Ciencia y tecnologia,19/10/1996,Ayuntamiento de Mulege,3,Baja California Sur,2,Mulege,1,SANTA ROSALIA,Jean Mitchell Cousteau 1,Col. Mesa Francia,23920,,,,hidalgocamachoguillermo@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1070,10/03/2017 12:51,,,
1876,Museo de la Ballena y Ciencias del Mar,Ciencia y tecnologia,21/03/2016,"Ciencias del Mar, A.C.",3,Baja California Sur,3,La Paz,1,LA PAZ,16 de Septiembre s/n,Centro,23000,,http://www.museodelaballena.org/,,museodelaballena@gmail.com,,-110.31848,24.14755,http://sic.gob.mx/ficha.php?table=museo&table_id=1876,08/05/2017 10:57,,,
936,Museo Regional de Antropologia e Historia de Baja California Sur,Arqueologia,30/03/1981,Secretaria de Cultura/INAH,3,Baja California Sur,3,La Paz,1,LA PAZ,Ignacio M. Altamirano s/n,Centro,23000,,http://www.inah.gob.mx/es/red-de-museos/197-museo-regional-de-baja-california-sur,facebook Museo Regional de Antropologia e Historia,museorahbcs@gmail.com,,-110.30891,24.15961,http://sic.gob.mx/ficha.php?table=museo&table_id=936,10/03/2017 13:35,,,
560,Museo de Historia Regional de Todos Santos,Historia,06/10/1978,Ayuntamiento de La Paz,3,Baja California Sur,3,La Paz,3,TODOS SANTOS,Benito Juarez s/n,Centro,23300,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=560,10/03/2017 12:52,,,
1128,Museo de Historia Natural de Cabo San Lucas,Ciencia y tecnologia,09/10/2006,Ayuntamiento de Los Cabos,3,Baja California Sur,8,Los Cabos,54,CABO SAN LUCAS,Plaza Amelia Wilkes,Centro,23410,,,,museo_cabosanlucas@loscabos.gob.mx, roberto.cuetara@gmail.com,,-109.91464,22.8829,http://sic.gob.mx/ficha.php?table=museo&table_id=1128,08/05/2017 10:51,,
1072,Museo de las Misiones Jesuiticas de Loreto,Historia,01/12/1973,Secretaria de Cultura/INAH,3,Baja California Sur,9,Loreto,1,LORETO,Salvatierra Misioneros 16,Centro,23880,,http://culturabcs.gob.mx/lugar/museo-de-las-misiones-jesuiticas-de-loreto,,joaquin_munoz@inah.gob.mx,,-111.34332,26.01039,http://sic.gob.mx/ficha.php?table=museo&table_id=1072,08/05/2017 11:01,,,
1676,Museo API a Pedro Infante,Historia,16/02/2012,Gobierno del Estado de Campeche/Administracion Portuaria Integral,4,Campeche,1,Calkini,1,CALKINI,Faro de Isla Arena,,,,http://www.campeche.com.mx/noticias/campechenoticias/inauguran-el-museo-api-a-pedro-infante-en-isla-arena-galeria/23042,,,,-90.45257,20.68642,http://sic.gob.mx/ficha.php?table=museo&table_id=1676,10/03/2017 12:19,,,
937,Museo de Barcos y Armas Fuerte de San Jose el Alto,Historia,09/02/1995,Secretaria de Cultura/INAH,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Calle 5 s/n por Av. Francisco Morazan,San Jose el Alto,24026,,http://www.inah.gob.mx/es/red-de-museos/201-museo-historico-de-san-jose-el-alto,https://www.facebook.com/difusion.inah.camp,museos.camp@inah.gob.mx,,-90.51084,19.86046,http://sic.gob.mx/ficha.php?table=museo&table_id=937,18/05/2016 15:54,,,
126,Museo de la Arquitectura Maya Baluarte de la Soledad,Arqueologia,01/01/1958,Secretaria de Cultura/INAH,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Calle 8 s/n entre 57 y 59,Centro Historico,24000,,,http://www.inah.gob.mx/es/red-de-museos/199-museo-de-arquitectura-maya-baluarte-de-la-soledad,museos.camp@inah.gob.mx,,-90.53787,19.84639,http://sic.gob.mx/ficha.php?table=museo&table_id=126,08/05/2017 11:24,,,
1601,Casa de la Tecnologia de Campeche DGETI SECUD,Ciencia y tecnologia,15/02/1995,"Secretaria de Educacion, Cultura y Deporte de Campeche",4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Av. Casa de Justicia 12 planta baja,Fracciorama 2000,24090,,,http://www.somedicyt.org.mx/congreso_2003/Memorias/descargas_pdf/educacion_no_formal/descarga_ojeda_macossay.pdf,casa_tec_campeche@hotmail.com,,-90.53054,19.82404,http://sic.gob.mx/ficha.php?table=museo&table_id=1601,10/03/2017 12:11,,,
1760,Museo Universitario de la Vida (MUVI),Ciencia y tecnologia,18/12/2014,Universidad Autonoma de Campeche/Gobierno del Estado,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Av. Lazaro Cardenas s/n,Fracc. Bugambilias,24090,,http://www.uacam.mx/?modulo=noticias&acciones=ver_noticia&id=fEVX,,,,-90.5264,19.8284,http://sic.gob.mx/ficha.php?table=museo&table_id=1760,15/03/2017 10:46,,,
1749,Museo Baluarte de Santa Rosa,Arte,01/01/1997,Ayuntamiento de Campeche/Direccion de Cultura/Coordinacion de Patrimonio,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,"Cto. Baluartes, Calle 67 s/n",Barrio San Roman,24000,,,,campecheamg@gmail.com,,-90.54046,19.84156,http://sic.gob.mx/ficha.php?table=museo&table_id=1749,15/03/2017 10:54,,,
739,Museo de Arqueologia Maya. Fuerte de San Miguel,Arqueologia,01/10/1965,Secretaria de Cultura/INAH,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Av. Escenica s/n,Col. Buenavista,24039,,http://www.inah.gob.mx/es/red-de-museos/202-museo-arqueologico-de-campeche-fuerte-de-san-miguel,,museos.camp@inah.gob.mx,,-90.56865,19.82463,http://sic.gob.mx/ficha.php?table=museo&table_id=739,08/05/2017 11:22,,,
540,"Museo de la Ciudad, Baluarte de San Carlos",Historia,01/01/1989,Ayuntamiento de Campeche,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Calle 8 s/n,Centro,24000,,http://www.campeche.travel/category/campeche/page/4/,,detc@gmail.com,,-90.54065,19.84458,http://sic.gob.mx/ficha.php?table=museo&table_id=540,10/03/2017 12:55,,,
1778,El Palacio Centro Cultural,Historia,17/03/2015,Secretaria de Cultura de Campeche,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Calle 8 s/n,Centro,24000,,https://www.facebook.com/pages/El-Palacio-CC/497310717085697?fref=ts, https://twitter.com/search?q=elpalaciocc,,elpalaciocc@culturacampeche,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1778,10/03/2017 12:16,,
1962,Centro Cultural Casa 6,Historia,01/05/2000,Secretaria de Turismo de Campeche,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Calle 57 s/n entre 8 y 10,Centro,24000,,http://www.campeche.travel/centro-cultural-casa-no-6/,,dir.admon.sectur@gmail.com, kalayolav@hotmail.com,,-90.53696,19.84543,http://sic.gob.mx/ficha.php?table=museo&table_id=1962,30/11/2017 12:42,,
1814,Museo de Arte Sacro (Capilla de Jesus de Nazareno),Arte,01/01/2002,Catedral de Nuestra SeÃ±ora de la Purisima Concepcion,4,Campeche,2,Campeche,1,SAN FRANCISCO DE CAMPECHE,Calle 55 entre 10 y 8,Centro,24000,,,,,,-90.53631,19.84615,http://sic.gob.mx/ficha.php?table=museo&table_id=1814,26/04/2017 11:22,,,
1408,Museo Victoriano Nievez Cespedes,Arqueologia,16/07/1998,Ayuntamiento de Ciudad del Carmen,4,Campeche,3,Carmen,1,CIUDAD DEL CARMEN,Calle 22 s/n,Centro,24100,,https://www.facebook.com/museohistoricovictoriano.nievezcespedes/,,,,-91.83914,18.6425,http://sic.gob.mx/ficha.php?table=museo&table_id=1408,10/03/2017 13:43,,,
595,Museo Arqueologico de Hecelchakan,Arqueologia,16/08/1965,Secretaria de Cultura/INAH,4,Campeche,5,Hecelchakan,1,HECELCHAKAN,Calle 20 por calle 18 s/n,Centro,24800,,,http://www.inah.gob.mx/es/red-de-museos/200-museo-arqueologico-de-hecelchakan,museos.camp@inah.gob.mx,,-90.13382,20.17763,http://sic.gob.mx/ficha.php?table=museo&table_id=595,08/05/2017 11:19,,,
1621,Museo de la Naturaleza y Arqueologia de Calakmul,Ciencia y tecnologia,01/01/2010,Secretaria de Turismo de Campeche,4,Campeche,10,Calakmul,161,NUEVO CONHUAS,Km 20 Carr. de acceso hacia la zona arqueologica de Calakmul,,24477,,http://www.campeche.travel/museo-de-calakmul/,,nfernandez@campeche.gob.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1621,19/05/2017 13:41,,,
1305,Museo Jose Angel Villarreal,Historia,06/10/1993,Ayuntamiento de AcuÃ±a,5,Coahuila de Zaragoza,2,AcuÃ±a,1,CIUDAD ACUÃ‘A,Blvd. Adolfo Lopez Mateos s/n,Col. Benito Juarez,26230,,,,direcciondearteyculturaacuna@gmail.com,,-100.94063,29.33027,http://sic.gob.mx/ficha.php?table=museo&table_id=1305,10/03/2017 13:31,,,
1838,Museo Cultural de Arteaga,Historia,23/03/2004,Ayuntamiento de Arteaga/Centro Cultural Coronel Lucio Davila Rumayor,5,Coahuila de Zaragoza,4,Arteaga,1,ARTEAGA,Miguel Hidalgo y Costilla num. 6 Poniente Norte,Col. Jardin,22350,,,,"culturadearteaga@hotmail.com, museoculturaldearteaga@live.com.mx",,-100.85008,25.45051,http://sic.gob.mx/ficha.php?table=museo&table_id=1838,10/03/2017 12:37,,,
1457,Museo de las Momias de San Antonio de las Alazanas,Antropologia,31/10/2010,Secretaria de Cultura de Coahuila,5,Coahuila de Zaragoza,4,Arteaga,107,SAN ANTONIO DE LAS ALAZANAS,Othon Figueroa s/n,,,,,,turismo_arteaga@hotmail.com,,-100.54934,25.25713,http://sic.gob.mx/ficha.php?table=museo&table_id=1457,26/04/2017 11:55,,,
96,Museo Casa Venustiano Carranza,Historia,29/12/1959,Secretaria de Cultura de Coahuila,5,Coahuila de Zaragoza,7,Cuatro Cienegas,1,CUATRO CIENEGAS DE CARRANZA,Pte. Carranza Nte. 105,Centro,27640,,,http://www.sedeturcoahuila.gob.mx/inicio/?p=286,museovczac.cienega@hotmail.com,,-102.06726,26.98757,http://sic.gob.mx/ficha.php?table=museo&table_id=96,10/03/2017 12:26,,,
1832,Museo Ejido San Juan de Boquillas,TND,1000-01-01,,5,Coahuila de Zaragoza,7,Cuatro Cienegas,1,CUATRO CIENEGAS DE CARRANZA,"Carretera Cuatro Cienegas - Monclova, Km. 15",Ejido San Juan de Boquillas,27650,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1832,10/03/2017 13:20,,,
951,Museo Comunitario Casa de la Cultura,Arqueologia,01/09/1987,Municipio de Francisco I. Madero,5,Coahuila de Zaragoza,9,Francisco I. Madero,1,FRANCISCO I. MADERO (CHAVEZ),Vicente Guerrero s/n,Col. Benito Juarez,27900,,,,casadelacultura.madero@hotmail.com,,-103.27063,25.767,http://sic.gob.mx/ficha.php?table=museo&table_id=951,26/04/2017 11:47,,,
953,Museo Comunitario de la Casa de la Cultura de Francisco I. Madero,Arqueologia,01/11/1987,Ayuntamiento de Francisco I. Madero,5,Coahuila de Zaragoza,9,Francisco I. Madero,274,UNION Y PROGRESO,Av. Vicente Guerrero s/n esq. Durango,Col. Benito Juarez,27900,,,,Casadelacultura.madero@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=953,03/07/2017 08:19,,,
